Date,Price,Open,High,Low,Vol.,Change %
21-Apr-17,"1,163.80","1,150.90","1,172.40","1,150.90",0.64K,1.12%
20-Apr-17,"1,150.90","1,132.00","1,161.80","1,130.10",0.82K,1.67%
19-Apr-17,"1,132.00","1,124.80","1,132.00","1,116.20",0.65K,0.64%
18-Apr-17,"1,124.80","1,120.90","1,137.10","1,119.20",0.62K,0.34%
17-Apr-17,"1,120.90","1,115.90","1,127.90","1,108.20",0.31K,0.44%
16-Apr-17,"1,115.90","1,108.20","1,123.40","1,106.90",0.22K,0.70%
15-Apr-17,"1,108.20","1,110.30","1,151.70","1,069.40",0.16K,-0.19%
14-Apr-17,"1,110.30","1,108.50","1,127.00","1,094.10",0.34K,0.17%
13-Apr-17,"1,108.50","1,143.10","1,143.60","1,076.30",0.78K,-3.03%
12-Apr-17,"1,143.10","1,157.60","1,157.60","1,140.00",0.65K,-1.25%
11-Apr-17,"1,157.60","1,141.80","1,160.70","1,136.00",0.57K,1.38%
10-Apr-17,"1,141.80","1,142.80","1,150.00","1,135.00",0.53K,-0.09%
9-Apr-17,"1,142.80","1,118.90","1,148.00","1,111.00",0.38K,2.14%
8-Apr-17,"1,118.90","1,126.00","1,130.00","1,110.40",0.37K,-0.63%
7-Apr-17,"1,126.00","1,125.30","1,133.80","1,105.00",0.66K,0.06%
6-Apr-17,"1,125.30","1,062.00","1,132.40","1,062.00",0.91K,5.96%
5-Apr-17,"1,062.00","1,075.90","1,076.00","1,047.80",0.72K,-1.29%
4-Apr-17,"1,075.90","1,080.80","1,088.40","1,060.90",0.97K,-0.45%
3-Apr-17,"1,080.80","1,042.00","1,089.00","1,042.00",1.06K,3.73%
2-Apr-17,"1,042.00","1,026.30","1,049.00","1,015.00",0.52K,1.53%
1-Apr-17,"1,026.30","1,019.80","1,045.90","1,003.00",0.57K,0.63%
31-Mar-17,"1,019.80",975.2,"1,023.90",975.2,0.96K,4.58%
30-Mar-17,975.2,968.9,980,951,0.85K,0.64%
29-Mar-17,968.9,971.2,980,932.2,0.86K,-0.24%
28-Mar-17,971.2,962,987.9,940,1.03K,0.95%
27-Mar-17,962,893.7,964,885.4,1.07K,7.65%
26-Mar-17,893.7,896.9,925,874.1,1.06K,-0.36%
25-Mar-17,896.9,865.8,907.2,826.7,1.38K,3.58%
24-Mar-17,865.8,955,956,849.2,1.88K,-9.33%
23-Mar-17,955,959,980.5,944.5,0.85K,-0.42%
